21/03/22 04:04:06: ConnectWeighingDevice: success
21/03/22 04:04:09: ConnectWeighingDevice: success
21/03/22 04:08:11: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:12: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:08:13: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:14: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:08:14: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:08:14: GetWeighingValue: weight: 0
21/03/22 04:08:15: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:15: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:08:16: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:17: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:08:17: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:08:17: GetWeighingValue: weight: 0
21/03/22 04:08:18: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:19: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:08:19: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:19: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:19: GetWeighingValue: weight: 0
21/03/22 04:08:20: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:08:21: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:22: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:08:23: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:23: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:23: GetWeighingValue: weight: 0
21/03/22 04:08:23: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:24: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:25: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:08:26: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:27: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:27: GetWeighingValue: weight: 0
21/03/22 04:08:27: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:27: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:08:28: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:29: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:30: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:08:31: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:32: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:08:32: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:08:33: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:34: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:08:34: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:34: GetWeighingValue: weight: 0
21/03/22 04:08:35: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:35: GetCacheItem: Value: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:35: GetWeighingValue: weight: 0
21/03/22 04:08:36: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:08:36: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:08:36: GetWeighingValue: weight: 0
21/03/22 04:08:36: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:37: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:08:38: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:38: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:38: GetWeighingValue: weight: 0
21/03/22 04:08:39: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:08:40: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:40: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:40: GetCacheItem: Value: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:40: GetWeighingValue: weight: 0
21/03/22 04:08:41: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:08:42: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:43: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:08:44: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:44: GetCacheItem: Value: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:44: GetWeighingValue: weight: 0
21/03/22 04:08:44: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:08:45: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:46: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:08:47: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:47: GetCacheItem: Value: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:47: GetWeighingValue: weight: 0
21/03/22 04:08:48: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:08:48: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:49: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:08:50: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:50: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:50: GetWeighingValue: weight: 0
21/03/22 04:08:51: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:08:52: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:08:52: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:52: GetCacheItem: Value: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:52: GetWeighingValue: weight: 0
21/03/22 04:08:53: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:08:54: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:55: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:08:56: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:56: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:56: GetWeighingValue: weight: 0
21/03/22 04:08:56: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:08:57: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:08:58: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:08:58: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:08:58: GetWeighingValue: weight: 0
21/03/22 04:08:59: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:00: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:00: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:01: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:01: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:01: GetWeighingValue: weight: 0
21/03/22 04:09:02: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:03: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:04: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:04: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:04: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:04: GetWeighingValue: weight: 0
21/03/22 04:09:05: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:09:06: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:07: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:08: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:08: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:08: GetWeighingValue: weight: 0
21/03/22 04:09:08: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:09: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:10: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:10: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:10: GetWeighingValue: weight: 0
21/03/22 04:09:11: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:12: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:12: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:13: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:13: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:13: GetWeighingValue: weight: 0
21/03/22 04:09:14: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:15: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:16: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:16: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:16: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:16: GetWeighingValue: weight: 0
21/03/22 04:09:17: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:18: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:19: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:09:20: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:20: GetCacheItem: Value: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:20: GetWeighingValue: weight: 0
21/03/22 04:09:20: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:21: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:22: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:22: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:22: GetWeighingValue: weight: 0
21/03/22 04:09:23: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:24: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:24: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:25: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:25: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:25: GetWeighingValue: weight: 0
21/03/22 04:09:26: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:27: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:28: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:28: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:28: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:28: GetWeighingValue: weight: 0
21/03/22 04:09:29: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:09:30: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:31: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:32: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:32: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:32: GetWeighingValue: weight: 0
21/03/22 04:09:32: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:33: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:34: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:34: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:34: GetWeighingValue: weight: 0
21/03/22 04:09:35: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:36: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:36: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:37: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:37: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:37: GetWeighingValue: weight: 0
21/03/22 04:09:38: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:39: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:40: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:40: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:40: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:40: GetWeighingValue: weight: 0
21/03/22 04:09:41: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:09:42: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:43: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:44: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:44: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:44: GetWeighingValue: weight: 0
21/03/22 04:09:44: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:45: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:46: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:46: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:09:46: GetWeighingValue: weight: 0
21/03/22 04:09:47: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:48: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:48: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:49: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:49: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:09:49: GetWeighingValue: weight: 0
21/03/22 04:09:50: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:51: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:09:52: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:52: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:52: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:09:52: GetWeighingValue: weight: 0
21/03/22 04:09:53: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:54: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:09:55: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:09:56: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:56: GetCacheItem: Value: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:56: GetWeighingValue: weight: 0
21/03/22 04:09:56: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:57: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:09:58: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:58: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:09:58: GetWeighingValue: weight: 0
21/03/22 04:09:59: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:00: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:10:00: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:01: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:10:01: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:10:01: GetWeighingValue: weight: 0
21/03/22 04:10:02: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:03: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:04: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:04: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:04: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:04: GetWeighingValue: weight: 0
21/03/22 04:10:05: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:06: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:07: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:08: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
